person_age,person_emp_length,loan_int_rate,loan_percent_income,cb_person_default_on_file,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status,has_credit_history
22,4.0,6.17,0.33,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
25,9.0,6.03,0.15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
22,6.0,6.99,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
26,10.0,6.99,0.18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
22,2.0,12.21,0.31,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,4.0,7.49,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
21,0.0,8.9,0.31,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
25,0.0,11.14,0.3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
22,6.0,7.49,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
26,6.0,13.55,0.3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,1.0,7.49,0.3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
25,4.0,6.99,0.13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,7.0,15.37,0.29,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
21,1.0,10.62,0.29,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
23,6.0,13.49,0.28,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,2.0,16.49,0.18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
23,7.0,11.49,0.31,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
25,3.0,13.98,0.28,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
23,0.0,13.16,0.27,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
25,4.0,15.62,0.04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
26,1.0,7.88,0.25,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
22,4.0,15.05,0.28,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
23,4.0,11.99,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
22,4.0,5.99,0.14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
25,9.0,10.99,0.22,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,1.0,14.35,0.21,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,6.0,5.42,0.09,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
23,5.0,13.92,0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
26,10.0,13.99,0.31,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
26,4.0,7.88,0.21,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
21,5.0,7.51,0.2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
26,0.0,16.49,0.14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
25,6.0,9.99,0.22,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
23,8.0,10.99,0.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
24,8.0,13.48,0.13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
23,2.0,7.49,0.13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
23,0.0,6.92,0.2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,3.0,12.53,0.2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,0.0,11.14,0.2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
26,10.0,10.2,0.2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
21,5.0,15.58,0.2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
26,6.0,6.99,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
22,4.0,5.42,0.19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
24,0.0,7.51,0.19,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
25,2.0,13.23,0.22,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
25,8.0,6.62,0.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25,1.0,8.9,0.18,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,9.0,16.89,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
25,8.0,10.37,0.18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
23,4.0,14.79,0.33,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,8.0,6.54,0.17,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
21,5.0,10.99,0.07,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
25,9.0,14.27,0.19,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
21,5.0,10.65,0.17,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
21,5.0,11.49,0.19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
26,5.0,7.49,0.33,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
25,7.0,15.7,0.17,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,5.0,10.62,0.16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
22,1.0,13.48,0.18,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
24,8.0,7.49,0.09,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
24,4.0,7.49,0.24,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
24,5.0,9.88,0.15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
25,7.0,14.22,0.15,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
24,2.0,7.29,0.16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
26,2.0,11.83,0.14,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
21,2.0,10.99,0.14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,7.0,5.42,0.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25,3.0,7.88,0.14,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
21,0.0,5.42,0.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25,2.0,11.89,0.13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,3.0,13.48,0.07,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
23,6.0,13.35,0.13,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
23,3.0,12.21,0.13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
23,5.0,7.49,0.13,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
25,2.0,6.92,0.07,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,6.0,11.71,0.11,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
25,5.0,6.92,0.12,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
22,4.0,11.71,0.4,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,1.0,10.62,0.22,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,8.0,5.79,0.11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
22,2.0,12.99,0.08,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,3.0,13.06,0.33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
24,8.0,5.79,0.11,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,2.0,6.62,0.34,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,0.0,5.79,0.2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,0.0,14.65,0.28,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
26,5.0,10.59,0.1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,1.0,7.49,0.1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
22,1.0,6.99,0.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,2.0,11.11,0.22,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,4.0,7.74,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
22,6.0,9.91,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,0.0,7.9,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,8.0,7.49,0.22,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
25,9.0,9.99,0.07,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
25,0.0,6.91,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
23,0.0,7.49,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25,9.0,9.25,0.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25,3.0,12.53,0.09,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
26,1.0,12.18,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,0.0,13.43,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,10.0,10.0,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,5.0,12.21,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
22,5.0,12.61,0.11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
24,5.0,5.79,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
23,0.0,14.17,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
26,3.0,11.86,0.09,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
26,10.0,6.91,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
22,0.0,12.54,0.09,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,0.0,10.39,0.09,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
22,1.0,15.62,0.1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
25,9.0,6.17,0.07,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,6.0,6.91,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,3.0,13.48,0.09,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
25,3.0,13.48,0.09,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
22,3.0,13.48,0.09,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,4.0,8.0,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
21,5.0,5.42,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
24,8.0,14.27,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
26,7.0,7.91,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
22,6.0,6.39,0.11,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,1.0,15.62,0.1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
22,7.0,6.76,0.13,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
25,2.0,10.99,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
22,6.0,7.88,0.22,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
23,4.0,15.13,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
21,5.0,7.14,0.09,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
26,10.0,12.42,0.1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,2.0,14.74,0.1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
26,1.0,8.94,0.1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
24,2.0,13.23,0.09,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
24,1.0,8.0,0.09,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
24,4.0,13.24,0.09,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
24,5.0,7.49,0.09,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
22,4.0,13.85,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,1.0,11.86,0.16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
21,3.0,7.14,0.1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
25,4.0,7.88,0.11,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,4.0,13.16,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,5.0,7.49,0.11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,0.0,7.88,0.13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
21,4.0,7.14,0.11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
25,9.0,6.17,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
22,2.0,12.29,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
26,3.0,14.35,0.09,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,5.0,7.29,0.09,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
25,4.0,14.84,0.09,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,6.0,14.59,0.09,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
21,5.0,7.88,0.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
26,2.0,9.32,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
26,4.0,15.95,0.09,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
22,5.0,11.48,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
21,5.0,11.36,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,4.0,7.49,0.03,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,3.0,11.36,0.33,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
23,7.0,6.76,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
26,10.0,6.76,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
23,7.0,13.49,0.08,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,6.0,17.27,0.09,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
21,5.0,7.51,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
23,5.0,16.49,0.08,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
24,2.0,13.99,0.08,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
24,8.0,7.14,0.09,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
23,6.0,6.99,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
21,2.0,8.49,0.08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
26,10.0,10.99,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,2.0,7.49,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
21,5.0,7.51,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
23,2.0,6.91,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
25,8.0,15.57,0.08,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
22,1.0,10.99,0.07,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
22,1.0,6.54,0.09,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
26,0.0,7.14,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,4.0,13.98,0.08,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,2.0,14.22,0.41,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
23,4.0,13.48,0.32,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
22,3.0,14.22,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
25,5.0,10.25,0.23,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
22,4.0,16.35,0.09,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,7.0,12.84,0.09,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,4.0,13.48,0.11,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
24,8.0,7.49,0.08,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
22,3.0,9.99,0.08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
24,2.0,10.62,0.29,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
24,3.0,11.36,0.03,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
22,2.0,7.66,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
25,0.0,7.49,0.08,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,9.0,7.49,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
22,2.0,12.69,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
25,5.0,7.51,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
25,9.0,10.74,0.08,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
23,7.0,13.23,0.08,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,2.0,7.74,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
23,5.0,11.48,0.32,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,2.0,9.32,0.08,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
23,7.0,9.99,0.08,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,9.0,15.33,0.08,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,3.0,11.83,0.13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,0.0,11.86,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
21,3.0,6.03,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
26,0.0,13.92,0.09,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
24,2.0,7.9,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
25,1.0,12.87,0.22,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
23,2.0,7.05,0.07,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
26,0.0,5.99,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
22,3.0,11.49,0.08,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,0.0,15.62,0.08,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
22,3.0,11.83,0.09,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
25,3.0,8.59,0.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
22,6.0,8.94,0.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
23,7.0,14.26,0.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
25,0.0,7.74,0.13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,2.0,5.42,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,1.0,11.83,0.32,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
23,3.0,13.98,0.08,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
22,1.0,12.53,0.18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
21,4.0,14.22,0.08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
25,9.0,7.74,0.07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
26,1.0,7.05,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
23,4.0,11.48,0.22,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,1.0,10.25,0.08,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
23,3.0,13.47,0.08,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,3.0,11.11,0.08,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,0.0,12.84,0.18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
25,4.0,13.48,0.06,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
23,0.0,14.11,0.21,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
23,1.0,12.21,0.22,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,3.0,9.63,0.16,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,6.0,8.0,0.11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
23,7.0,10.39,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
26,2.0,10.99,0.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
24,2.0,11.89,0.2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
26,10.0,10.99,0.1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
24,1.0,14.11,0.31,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
24,4.0,10.99,0.07,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,2.0,7.74,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
26,1.0,12.18,0.07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
25,0.0,11.89,0.38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
23,2.0,11.86,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,0.0,7.49,0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
23,3.0,12.53,0.37,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
26,0.0,12.53,0.17,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,7.0,9.99,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,1.0,10.99,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,7.0,15.99,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
24,7.0,10.38,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
25,0.0,11.71,0.07,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,3.0,15.31,0.07,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,2.0,16.49,0.08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
23,4.0,15.31,0.14,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
26,3.0,17.39,0.07,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
22,1.0,11.14,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,5.0,10.99,0.07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
23,4.0,15.21,0.08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
22,3.0,12.99,0.07,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,1.0,18.21,0.13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
26,0.0,7.49,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,1.0,9.32,0.16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
22,1.0,11.49,0.07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
26,4.0,13.67,0.13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
22,6.0,15.31,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,6.0,7.49,0.07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
23,1.0,10.51,0.18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
25,9.0,13.92,0.07,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,1.0,9.01,0.07,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
24,3.0,12.99,0.07,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
